country	age	sex	life_sat	trust_people	conf_parliament
IRN	23	2	6	2	2
IRN	19	2	5	1	2
IRN	34	2	8	2	4
IRN	78	2	9	2	4
IRN	34	2	6	2	2
IRN	37	2	7	2	3
IRN	34	1	5	2	4
IRN	47	2	6	2	1
IRN	34	2	8	2	2
IRN	49	2	10	2	2
IRN	19	1	9	2	2
IRN	34	2	9	2	2
IRN	23	2	2	2	1
IRN	99	2	6	2	1
IRN	52	2	10	-1	1
IRN	32	1	7	2	3
IRN	60	1	10	2	1
IRN	63	1	7	1	1
IRN	18	2	10	2	2
IRN	20	2	8	2	2
IRN	39	2	10	1	1
IRN	63	1	4	2	1
IRN	39	2	5	2	2
IRN	18	2	10	2	2
IRN	32	1	3	2	4
IRN	20	2	8	2	2
IRN	39	2	3	2	1
IRN	67	1	4	2	3
IRN	38	1	3	2	4
IRN	45	1	7	2	2
IRN	25	1	1	2	2
IRN	29	2	5	2	4
IRN	70	1	2	2	2
IRN	49	2	10	1	1
IRN	27	1	3	2	4
IRN	37	2	5	2	3
IRN	56	2	9	2	2
IRN	49	1	8	2	2
IRN	18	2	8	2	3
IRN	21	2	5	2	3
IRN	42	2	6	2	1
IRN	53	1	1	2	2
IRN	40	1	7	2	3
IRN	66	1	7	2	1
IRN	30	2	8	1	2
IRN	45	2	5	2	4
IRN	50	1	5	2	2
IRN	39	1	9	2	3
IRN	51	1	8	2	2
IRN	38	2	6	2	1
IRN	19	1	8	2	1
IRN	21	1	5	2	2
IRN	18	2	8	2	2
IRN	18	1	9	2	4
IRN	24	1	1	2	2
IRN	24	2	9	2	2
IRN	33	2	9	2	1
IRN	48	1	5	2	3
IRN	38	2	9	1	-1
IRN	19	2	8	2	1
IRN	45	1	5	2	1
IRN	37	1	9	2	2
IRN	22	2	10	2	2
IRN	28	2	8	2	2
IRN	21	2	7	2	2
IRN	36	2	10	2	3
IRN	35	2	5	2	2
IRN	19	2	5	2	1
IRN	37	2	7	2	2
IRN	50	1	8	2	2
IRN	49	1	6	1	2
IRN	46	2	8	2	-1
IRN	22	2	8	2	2
IRN	26	1	5	2	3
IRN	30	2	8	2	2
IRN	59	1	5	2	2
IRN	47	2	8	2	2
IRN	33	1	6	2	2
IRN	73	2	6	2	1
IRN	35	2	8	2	-2
IRN	19	1	10	1	1
IRN	18	2	7	2	1
IRN	99	2	8	2	2
IRN	46	1	9	2	2
IRN	37	2	8	2	1
IRN	20	1	7	2	2
IRN	33	2	7	2	2
IRN	31	2	7	1	-2
IRN	38	1	7	2	4
IRN	33	1	8	2	2
IRN	52	2	10	2	1
IRN	27	2	7	2	2
IRN	32	1	8	1	2
IRN	39	1	7	2	4
IRN	67	2	5	2	1
IRN	36	2	10	2	4
IRN	99	2	10	2	1
IRN	47	1	6	1	4
IRN	18	2	9	2	2
IRN	65	1	10	1	1
IRN	39	1	3	2	2
IRN	44	1	5	2	2
IRN	19	2	7	2	2
IRN	56	1	3	2	2
IRN	57	2	6	1	4
IRN	41	2	8	1	1
IRN	55	2	3	2	1
IRN	59	2	7	2	2
IRN	22	1	7	2	2
IRN	22	2	1	2	1
IRN	63	1	10	2	1
IRN	18	1	6	2	4
IRN	19	2	1	2	4
IRN	20	1	10	2	2
IRN	34	2	8	2	2
IRN	53	1	6	2	1
IRN	56	1	7	2	2
IRN	35	1	8	2	3
IRN	70	1	6	1	4
IRN	74	2	6	1	2
IRN	74	2	4	2	2
IRN	36	2	6	2	2
IRN	34	1	3	2	2
IRN	31	2	7	2	1
IRN	63	2	10	2	1
IRN	48	2	7	2	1
IRN	75	1	6	2	2
IRN	29	1	8	2	2
IRN	40	1	1	2	3
IRN	33	2	9	2	1
IRN	19	2	5	2	2
IRN	26	2	6	2	4
IRN	29	2	5	2	2
IRN	19	2	10	2	2
IRN	38	2	6	2	4
IRN	18	1	10	2	2
IRN	42	1	1	2	1
IRN	48	2	3	2	4
IRN	20	1	10	2	2
IRN	30	1	6	2	4
IRN	46	1	5	2	1
IRN	25	1	8	2	1
IRN	81	1	1	2	4
IRN	53	1	1	2	4
IRN	33	1	6	2	2
IRN	20	1	5	2	4
IRN	47	1	7	2	2
IRN	32	2	8	2	-1
IRN	51	1	8	1	1
IRN	59	2	5	1	2
IRN	48	2	1	2	4
IRN	19	2	8	2	2
IRN	52	1	7	2	2
IRN	38	2	8	2	3
IRN	41	1	1	2	4
IRN	41	1	4	2	2
IRN	39	2	7	2	4
IRN	32	2	5	2	1
IRN	39	2	10	2	2
IRN	40	1	10	2	1
IRN	20	1	8	2	3
IRN	28	1	5	2	4
IRN	44	1	5	2	3
IRN	38	1	2	2	4
IRN	24	2	6	2	3
IRN	37	2	3	1	2
IRN	32	1	10	2	4
IRN	18	1	7	2	2
IRN	18	2	5	1	4
IRN	33	1	5	2	4
IRN	39	2	6	2	1
IRN	35	1	7	2	2
IRN	46	2	6	2	3
IRN	21	1	3	2	2
IRN	28	1	9	2	1
IRN	26	2	5	2	2
IRN	40	1	7	2	4
IRN	19	2	8	2	2
IRN	39	1	10	2	1
IRN	30	2	6	2	4
IRN	34	1	8	2	3
IRN	40	1	8	2	2
IRN	29	1	10	2	1
IRN	45	1	3	2	-2
IRN	39	2	5	2	2
IRN	42	1	7	2	1
IRN	39	1	1	2	2
IRN	39	2	1	2	4
IRN	24	2	7	2	3
IRN	20	2	7	2	2
IRN	72	2	8	1	2
IRN	39	1	3	2	2
IRN	21	2	3	2	4
IRN	20	2	9	2	2
IRN	60	1	6	2	4
IRN	21	2	8	1	2
IRN	39	2	7	2	3
IRN	27	1	6	2	2
IRN	40	2	1	2	4
IRN	46	2	10	2	1
IRN	40	1	2	2	3
IRN	67	2	5	1	2
IRN	59	2	1	2	2
IRN	27	2	1	2	2
IRN	36	2	5	2	2
IRN	29	1	9	2	4
IRN	19	1	10	2	3
IRN	19	1	8	2	4
IRN	42	1	5	2	1
IRN	60	1	6	2	3
IRN	65	1	6	2	2
IRN	35	1	8	2	3
IRN	49	2	1	2	2
IRN	72	2	1	2	1
IRN	19	2	1	2	4
IRN	38	2	6	2	4
IRN	23	2	9	2	-2
IRN	18	1	5	2	2
IRN	31	2	4	2	1
IRN	38	2	9	2	4
IRN	50	2	1	2	1
IRN	55	1	10	2	4
IRN	48	1	8	2	2
IRN	22	2	6	2	1
IRN	44	1	6	2	2
IRN	18	1	10	2	1
IRN	34	2	5	2	2
IRN	36	2	5	2	1
IRN	26	2	1	2	3
IRN	38	2	8	2	3
IRN	51	2	7	2	2
IRN	59	1	10	1	1
IRN	54	1	1	1	1
IRN	18	2	8	2	2
IRN	21	2	10	2	2
IRN	21	1	5	2	3
IRN	27	2	10	2	4
IRN	61	1	8	2	2
IRN	40	2	6	2	2
IRN	50	1	6	2	2
IRN	63	2	5	2	4
IRN	20	2	8	2	2
IRN	57	1	3	1	1
IRN	39	1	8	1	2
IRN	48	1	8	2	2
IRN	19	1	5	2	2
IRN	35	1	6	2	1
IRN	57	2	6	2	2
IRN	38	2	8	2	3
IRN	57	2	6	2	2
IRN	45	1	5	2	3
IRN	31	1	6	2	1
IRN	46	1	9	2	4
IRN	53	2	10	2	2
IRN	27	1	3	2	4
IRN	38	1	7	2	2
IRN	19	1	4	2	2
IRN	38	2	10	2	1
IRN	43	1	4	2	2
IRN	52	1	10	2	2
IRN	30	2	2	2	2
IRN	21	1	5	2	2
IRN	28	1	10	2	1
IRN	18	2	5	2	4
IRN	56	2	10	2	2
IRN	18	2	5	1	3
IRN	41	1	8	1	4
IRN	35	1	8	2	2
IRN	40	2	7	2	4
IRN	27	2	9	2	3
IRN	30	1	5	2	4
IRN	43	2	5	1	1
IRN	99	2	1	1	2
IRN	34	2	7	2	3
IRN	48	2	7	2	1
IRN	63	1	5	2	2
IRN	20	2	5	2	4
IRN	62	1	1	2	2
IRN	18	2	8	2	4
IRN	62	2	3	1	3
IRN	22	1	10	2	4
IRN	31	2	5	2	2
IRN	39	2	5	2	2
IRN	47	1	5	2	4
IRN	29	2	5	2	2
IRN	52	2	5	1	4
IRN	30	2	5	2	1
IRN	35	2	7	2	2
IRN	25	1	10	2	1
IRN	19	2	7	2	3
IRN	29	2	8	2	2
IRN	56	1	8	2	1
IRN	35	1	3	1	1
IRN	63	1	8	2	1
IRN	39	1	5	1	2
IRN	47	2	8	2	1
IRN	55	1	1	2	4
IRN	59	2	7	2	2
IRN	23	1	10	2	1
IRN	20	1	7	2	2
IRN	26	1	9	2	2
IRN	37	2	10	2	3
IRN	75	2	7	2	1
IRN	28	1	6	-1	4
IRN	55	1	8	2	3
IRN	34	2	6	2	2
IRN	18	2	10	2	4
IRN	34	1	5	2	3
IRN	21	1	9	2	2
IRN	47	2	5	2	1
IRN	30	2	8	2	2
IRN	43	2	8	2	2
IRN	55	2	10	2	2
IRN	46	1	5	1	4
IRN	41	2	1	2	1
IRN	42	1	10	2	2
IRN	32	2	8	2	1
IRN	18	2	8	2	2
IRN	64	1	1	2	2
IRN	43	2	7	2	1
IRN	39	2	2	2	4
IRN	29	2	8	2	2
IRN	62	2	5	2	1
IRN	36	1	7	1	4
IRN	63	1	8	1	1
IRN	35	2	5	2	2
IRN	56	1	3	2	2
IRN	48	2	3	2	1
IRN	46	1	6	2	2
IRN	38	2	10	1	2
IRN	48	2	10	2	2
IRN	58	1	4	2	3
IRN	35	2	4	2	4
IRN	54	2	10	2	1
IRN	29	1	5	2	4
IRN	57	1	5	2	2
IRN	28	2	6	2	4
IRN	54	1	7	2	3
IRN	30	1	6	1	2
IRN	36	1	5	2	4
IRN	42	2	5	2	2
IRN	34	1	1	2	3
IRN	43	1	8	2	1
IRN	18	1	7	2	1
IRN	50	2	6	2	1
IRN	32	1	1	2	2
IRN	56	2	7	2	1
IRN	46	2	6	2	-1
IRN	55	2	6	2	1
IRN	18	1	9	2	4
IRN	30	2	7	2	2
IRN	49	2	8	2	1
IRN	36	1	5	2	2
IRN	29	1	7	1	4
IRN	59	2	2	2	-1
IRN	32	2	3	1	2
IRN	45	2	5	1	-2
IRN	35	2	9	2	4
IRN	20	2	1	2	3
IRN	34	2	7	2	1
IRN	35	2	7	2	4
IRN	26	2	6	1	2
IRN	36	2	9	2	1
IRN	18	2	10	2	2
IRN	52	1	10	1	1
IRN	60	1	5	2	1
IRN	26	1	4	2	3
IRN	37	1	1	2	4
IRN	36	1	7	2	1
IRN	43	2	1	2	4
IRN	23	2	9	2	3
IRN	52	2	8	2	1
IRN	40	2	4	2	3
IRN	31	2	5	2	1
IRN	37	2	7	2	2
IRN	38	1	5	2	4
IRN	46	1	5	2	2
IRN	35	1	9	2	4
IRN	25	2	7	2	2
IRN	70	2	3	2	4
IRN	31	1	7	2	3
IRN	42	1	5	2	3
IRN	56	1	3	2	2
IRN	20	1	7	2	2
IRN	35	2	3	2	4
IRN	53	1	5	1	2
IRN	27	2	6	2	2
IRN	29	2	5	2	1
IRN	34	2	6	2	4
IRN	20	2	7	1	1
IRN	41	2	6	2	2
IRN	35	2	5	2	3
IRN	21	1	6	2	2
IRN	39	2	8	2	2
IRN	40	2	9	2	1
IRN	45	1	7	1	1
IRN	37	2	5	2	3
IRN	46	1	6	2	1
IRN	54	1	6	2	-1
IRN	18	1	9	2	3
IRN	42	2	1	2	2
IRN	43	1	5	2	4
IRN	39	2	10	2	1
IRN	53	2	6	2	2
IRN	30	2	4	2	3
IRN	29	1	6	2	4
IRN	50	1	8	2	1
IRN	18	1	10	2	-2
IRN	43	2	7	2	2
IRN	41	2	9	2	2
IRN	19	1	9	2	3
IRN	58	2	6	2	4
IRN	58	1	5	2	3
IRN	20	1	6	1	4
IRN	24	2	6	2	2
IRN	42	2	8	2	3
IRN	18	1	6	2	4
IRN	36	1	5	2	2
IRN	35	1	5	2	2
IRN	22	2	7	2	1
IRN	51	2	5	1	2
IRN	25	2	7	2	1
IRN	19	2	8	2	3
IRN	38	2	4	2	3
IRN	42	2	7	2	3
IRN	56	1	3	2	4
IRN	66	1	7	2	4
IRN	57	2	6	2	2
IRN	19	2	6	2	4
IRN	48	2	1	2	4
IRN	47	1	1	2	4
IRN	41	1	9	2	2
IRN	38	2	1	1	4
IRN	26	1	5	2	4
IRN	36	2	8	2	4
IRN	41	2	3	2	4
IRN	38	2	1	2	1
IRN	36	1	7	2	1
IRN	35	1	5	2	2
IRN	41	2	7	2	2
IRN	28	1	10	2	3
IRN	30	2	5	2	3
IRN	26	1	1	2	4
IRN	26	2	5	1	1
IRN	45	1	5	2	4
IRN	72	1	8	2	1
IRN	32	1	8	2	4
IRN	31	2	10	2	2
IRN	36	2	9	2	4
IRN	27	1	7	2	4
IRN	31	1	10	2	1
IRN	31	2	10	2	2
IRN	39	2	6	2	2
IRN	29	2	1	2	2
IRN	35	2	8	1	2
IRN	40	2	1	2	4
IRN	34	1	10	2	2
IRN	51	1	5	2	3
IRN	38	2	10	2	2
IRN	49	2	9	1	2
IRN	28	1	7	2	2
IRN	48	1	8	2	2
IRN	47	1	10	2	2
IRN	44	2	9	2	2
IRN	42	2	5	2	2
IRN	43	1	3	2	2
IRN	64	1	5	1	1
IRN	25	2	5	2	2
IRN	39	2	9	2	2
IRN	69	1	3	2	4
IRN	48	2	1	2	2
IRN	33	2	8	2	1
IRN	20	2	5	2	4
IRN	55	1	8	1	3
IRN	32	2	5	2	2
IRN	41	1	9	2	1
IRN	20	2	4	2	2
IRN	68	1	1	2	4
IRN	41	2	10	2	1
IRN	53	1	9	2	1
IRN	50	2	5	2	3
IRN	55	1	8	2	1
IRN	39	1	10	2	2
IRN	26	2	6	2	2
IRN	37	2	4	1	4
IRN	67	1	10	2	3
IRN	65	1	10	2	4
IRN	25	1	7	2	1
IRN	71	1	7	2	2
IRN	21	2	7	2	4
IRN	33	1	6	2	3
IRN	25	1	5	2	1
IRN	23	2	8	2	4
IRN	57	2	10	1	1
IRN	52	2	7	2	3
IRN	22	1	1	2	2
IRN	54	1	5	2	2
IRN	24	2	10	2	3
IRN	31	1	6	2	2
IRN	41	2	9	2	2
IRN	33	1	5	1	4
IRN	60	2	1	2	1
IRN	70	1	9	1	4
IRN	60	2	5	2	2
IRN	49	1	6	2	2
IRN	38	1	5	1	3
IRN	48	1	5	2	2
IRN	30	2	5	2	-1
IRN	20	1	5	2	2
IRN	34	2	10	2	2
IRN	42	1	9	2	4
IRN	22	2	4	2	4
IRN	59	2	5	2	4
IRN	38	1	7	2	2
IRN	37	1	5	2	2
IRN	31	2	8	2	3
IRN	34	1	6	2	3
IRN	72	1	6	1	2
IRN	18	1	10	2	2
IRN	39	1	10	2	2
IRN	55	1	5	2	4
IRN	34	1	10	2	1
IRN	42	1	8	1	2
IRN	30	2	5	2	2
IRN	66	1	10	2	1
IRN	24	1	7	2	2
IRN	38	1	7	2	3
IRN	61	2	6	1	2
IRN	40	2	7	2	2
IRN	57	2	7	2	3
IRN	46	1	5	2	3
IRN	60	1	8	2	1
IRN	45	1	8	2	2
IRN	28	1	3	2	4
IRN	67	1	10	1	2
IRN	65	2	10	2	1
IRN	68	1	6	2	2
IRN	63	2	6	2	1
IRN	48	1	6	2	2
IRN	72	1	10	2	1
IRN	45	2	7	2	2
IRN	18	1	5	2	1
IRN	47	2	1	2	2
IRN	19	1	8	2	2
IRN	65	2	1	2	4
IRN	61	1	5	2	4
IRN	72	1	3	2	4
IRN	43	1	8	2	2
IRN	83	1	4	2	3
IRN	68	1	10	2	2
IRN	23	1	2	2	3
IRN	45	2	5	1	3
IRN	42	1	2	2	4
IRN	40	2	3	1	2
IRN	19	1	10	2	2
IRN	19	2	8	2	3
IRN	25	1	10	2	1
IRN	67	2	5	2	2
IRN	43	1	8	2	4
IRN	30	2	3	2	1
IRN	33	2	8	2	2
IRN	18	2	10	2	1
IRN	57	1	10	2	2
IRN	61	2	1	2	3
IRN	25	2	5	2	4
IRN	40	2	8	2	-1
IRN	24	1	8	2	2
IRN	63	1	10	2	3
IRN	35	1	1	2	2
IRN	47	1	5	1	1
IRN	27	2	6	2	2
IRN	21	1	2	2	4
IRN	42	2	5	1	2
IRN	37	1	5	2	2
IRN	66	1	5	2	2
IRN	20	2	9	2	2
IRN	29	1	9	2	3
IRN	40	1	5	1	2
IRN	72	1	5	2	2
IRN	41	2	10	2	2
IRN	41	2	2	2	1
IRN	39	1	5	2	2
IRN	28	1	10	1	1
IRN	28	1	10	2	1
IRN	38	2	1	2	1
IRN	42	1	8	1	2
IRN	60	1	6	2	4
IRN	48	1	5	2	2
IRN	35	2	6	2	3
IRN	59	2	10	1	1
IRN	25	2	6	2	3
IRN	99	1	5	2	2
IRN	70	2	10	2	2
IRN	33	1	1	2	4
IRN	41	1	4	2	2
IRN	36	2	8	2	4
IRN	40	1	10	2	1
IRN	64	2	8	2	1
IRN	44	2	5	2	4
IRN	37	1	7	2	2
IRN	30	2	7	1	2
IRN	50	2	5	2	3
IRN	36	1	9	2	4
IRN	20	2	2	2	4
IRN	67	1	5	2	2
IRN	32	2	5	2	2
IRN	39	1	8	2	4
IRN	46	2	8	2	2
IRN	44	1	8	2	3
IRN	18	1	6	2	2
IRN	61	1	8	1	2
IRN	32	2	8	2	4
IRN	61	1	8	2	1
IRN	21	1	9	2	1
IRN	57	1	6	2	2
IRN	31	2	7	2	1
IRN	48	2	4	2	1
IRN	33	2	9	1	3
IRN	28	1	6	2	3
IRN	20	2	8	2	2
IRN	31	1	9	2	3
IRN	30	1	5	2	4
IRN	19	1	6	2	2
IRN	37	1	4	2	2
IRN	50	1	6	1	2
IRN	59	1	10	2	2
IRN	23	1	10	2	2
IRN	55	2	8	2	3
IRN	19	2	6	2	3
IRN	45	1	2	2	4
IRN	38	2	4	1	2
IRN	52	2	6	1	2
IRN	28	1	8	2	-1
IRN	38	1	10	2	2
IRN	41	1	1	2	2
IRN	44	2	1	2	4
IRN	48	1	5	2	1
IRN	33	2	10	1	3
IRN	19	1	10	2	4
IRN	36	1	5	1	4
IRN	42	1	5	1	2
IRN	26	2	5	2	4
IRN	30	2	10	2	1
IRN	33	2	6	2	1
IRN	26	1	1	2	4
IRN	38	2	6	2	2
IRN	31	2	4	2	1
IRN	28	2	7	2	2
IRN	41	1	9	2	1
IRN	19	1	7	2	2
IRN	25	1	4	2	4
IRN	26	1	8	1	3
IRN	43	1	5	2	2
IRN	49	1	9	1	2
IRN	57	2	4	2	4
IRN	25	2	6	2	2
IRN	36	2	8	1	1
IRN	24	1	4	2	2
IRN	40	2	8	2	3
IRN	24	1	4	2	4
IRN	20	2	10	2	3
IRN	68	1	8	1	2
IRN	38	2	6	2	3
IRN	29	2	6	2	3
IRN	57	1	3	2	4
IRN	18	2	8	2	3
IRN	38	1	5	2	2
IRN	53	1	5	2	2
IRN	18	1	3	2	2
IRN	19	1	7	2	3
IRN	43	2	7	2	3
IRN	49	1	6	2	2
IRN	21	1	8	2	3
IRN	41	2	10	2	4
IRN	47	1	4	2	1
IRN	26	2	3	2	1
IRN	25	1	8	2	2
IRN	26	2	1	1	2
IRN	18	2	5	2	2
IRN	45	2	5	1	1
IRN	22	2	5	2	-1
IRN	43	2	6	1	2
IRN	36	2	5	2	4
IRN	22	2	6	2	2
IRN	37	2	7	2	3
IRN	57	1	4	2	4
IRN	48	2	10	2	-1
IRN	43	1	3	2	2
IRN	41	2	9	2	3
IRN	41	2	8	2	2
IRN	90	1	8	2	3
IRN	23	1	1	2	2
IRN	18	1	8	2	2
IRN	19	1	8	1	2
IRN	32	1	4	2	1
IRN	43	2	8	2	2
IRN	45	2	5	2	-1
IRN	19	1	6	2	1
IRN	43	2	2	2	2
IRN	29	1	10	2	4
IRN	38	2	6	2	1
IRN	62	2	5	1	2
IRN	30	1	1	1	4
IRN	34	1	10	2	4
IRN	34	1	8	2	4
IRN	63	2	10	2	1
IRN	48	2	6	1	2
IRN	19	2	5	1	4
IRN	41	1	5	2	1
IRN	45	2	6	2	2
IRN	51	1	7	2	2
IRN	35	2	8	2	2
IRN	24	2	5	2	-2
IRN	39	1	5	2	3
IRN	27	2	10	2	1
IRN	19	1	5	2	4
IRN	49	1	6	2	1
IRN	42	2	7	2	2
IRN	64	1	7	2	1
IRN	34	1	1	2	3
IRN	46	2	7	2	2
IRN	20	2	6	2	1
IRN	43	1	9	2	1
IRN	45	1	4	2	3
IRN	31	1	5	2	3
IRN	36	2	1	1	2
IRN	42	2	7	2	2
IRN	44	1	4	2	1
IRN	79	1	8	2	2
IRN	57	1	8	2	2
IRN	42	2	8	2	-1
IRN	39	2	8	1	2
IRN	50	1	1	2	1
IRN	54	2	8	2	4
IRN	50	1	7	2	2
IRN	29	1	8	2	2
IRN	47	2	10	2	1
IRN	38	1	10	2	4
IRN	61	1	7	2	3
IRN	40	1	5	2	4
IRN	38	1	8	2	4
IRN	36	2	9	1	2
IRN	42	1	7	2	2
IRN	41	2	5	1	2
IRN	44	1	6	2	2
IRN	33	2	8	2	2
IRN	34	1	1	2	4
IRN	50	2	5	2	2
IRN	33	1	6	2	2
IRN	21	2	7	2	3
IRN	43	1	7	2	3
IRN	43	2	6	1	2
IRN	41	1	5	1	3
IRN	41	2	1	2	1
IRN	43	2	6	2	2
IRN	42	2	6	2	2
IRN	23	1	8	2	4
IRN	50	1	1	2	3
IRN	20	1	8	1	2
IRN	38	2	7	1	3
IRN	62	1	5	2	3
IRN	40	2	5	2	1
IRN	32	2	5	2	2
IRN	55	2	6	2	1
IRN	43	1	9	2	1
IRN	26	2	8	2	2
IRN	45	1	7	2	2
IRN	18	2	9	2	1
IRN	22	1	8	2	2
IRN	40	2	7	2	1
IRN	18	1	7	2	3
IRN	42	1	6	2	2
IRN	46	2	8	2	3
IRN	21	2	9	2	4
IRN	32	1	3	2	1
IRN	21	1	3	2	4
IRN	59	1	5	2	2
IRN	23	2	6	2	1
IRN	18	1	8	2	2
IRN	38	1	7	2	2
IRN	52	1	7	2	2
IRN	40	1	1	1	2
IRN	80	1	10	2	2
IRN	40	2	3	2	4
IRN	35	1	8	2	2
IRN	41	2	6	2	1
IRN	50	1	8	1	-1
IRN	22	2	1	2	2
IRN	28	1	6	2	2
IRN	50	2	10	1	2
IRN	56	2	8	1	1
IRN	25	2	8	2	2
IRN	36	1	3	2	4
IRN	24	1	8	2	3
IRN	41	1	8	2	2
IRN	45	2	6	2	2
IRN	51	1	6	1	4
IRN	35	1	5	2	1
IRN	29	2	6	2	2
IRN	28	2	8	2	4
IRN	43	1	7	2	4
IRN	27	1	6	2	1
IRN	56	1	-2	1	2
IRN	54	2	8	1	2
IRN	39	2	8	2	1
IRN	36	2	1	1	2
IRN	18	2	10	2	2
IRN	40	1	10	2	4
IRN	46	2	6	2	2
IRN	50	2	5	2	2
IRN	37	2	1	1	2
IRN	38	2	4	2	2
IRN	27	2	10	2	2
IRN	36	2	10	1	4
IRN	66	2	10	2	4
IRN	20	1	9	1	1
IRN	85	1	10	1	1
IRN	55	2	5	2	2
IRN	18	2	10	2	3
IRN	26	2	5	2	2
IRN	38	2	5	2	2
IRN	50	2	5	2	2
IRN	56	1	5	1	3
IRN	19	2	9	2	2
IRN	33	2	6	1	1
IRN	36	1	10	2	3
IRN	41	1	7	2	1
IRN	33	2	10	2	4
IRN	56	1	5	2	2
IRN	29	2	9	1	2
IRN	44	1	10	2	2
IRN	19	1	8	2	2
IRN	44	2	3	2	-1
IRN	43	1	10	2	1
IRN	39	2	3	2	2
IRN	54	1	2	1	1
IRN	41	1	1	2	4
IRN	39	2	10	2	4
IRN	45	2	9	2	3
IRN	49	1	5	2	1
IRN	49	1	9	2	2
IRN	30	2	8	2	4
IRN	47	2	10	2	2
IRN	56	1	1	2	4
IRN	37	1	1	1	4
IRN	29	1	6	2	2
IRN	44	2	8	2	2
IRN	50	1	7	2	4
IRN	36	1	5	2	4
IRN	35	2	1	1	1
IRN	20	2	7	1	3
IRN	40	1	5	2	1
IRN	69	2	5	2	3
IRN	32	2	4	2	2
IRN	18	2	5	2	2
IRN	40	1	5	2	4
IRN	37	1	8	2	3
IRN	63	2	5	2	-1
IRN	34	1	5	1	4
IRN	42	1	5	2	2
IRN	25	1	8	1	4
IRN	22	2	6	2	1
IRN	25	1	3	2	4
IRN	18	1	10	2	1
IRN	60	1	10	2	4
IRN	18	2	6	2	3
IRN	37	1	10	2	4
IRN	38	1	7	2	1
IRN	36	2	10	1	1
IRN	47	1	10	2	4
IRN	55	1	6	2	2
IRN	47	2	2	2	4
IRN	28	2	9	2	2
IRN	23	2	1	2	4
IRN	62	1	2	2	-1
IRN	34	2	10	2	2
IRN	36	2	5	2	2
IRN	48	1	10	1	4
IRN	65	1	1	1	1
IRN	49	2	8	2	-1
IRN	34	2	1	2	2
IRN	40	2	8	1	1
IRN	60	1	1	2	4
IRN	41	2	7	2	4
IRN	26	2	7	2	2
IRN	20	2	10	2	3
IRN	50	1	5	2	4
IRN	41	1	5	2	2
IRN	37	1	8	2	2
IRN	72	1	7	1	2
IRN	29	2	10	2	1
IRN	18	1	10	2	2
IRN	44	1	7	2	4
IRN	39	1	2	2	2
IRN	44	1	2	2	4
IRN	18	1	7	2	2
IRN	27	1	9	1	4
IRN	55	1	8	2	1
IRN	40	2	1	2	1
IRN	32	1	1	2	4
IRN	44	1	1	2	2
IRN	20	2	8	1	2
IRN	18	1	7	2	3
IRN	25	2	6	2	2
IRN	29	1	10	2	3
IRN	50	2	9	1	2
IRN	38	2	5	2	2
IRN	30	1	8	2	2
IRN	56	1	6	2	4
IRN	39	1	7	2	2
IRN	37	1	10	2	4
IRN	31	1	5	2	1
IRN	49	2	8	2	3
IRN	64	2	8	2	2
IRN	19	1	7	2	4
IRN	34	1	7	2	3
IRN	33	2	10	2	1
IRN	25	1	10	2	2
IRN	48	2	8	2	3
IRN	36	2	5	2	3
IRN	43	2	5	2	2
IRN	35	1	8	2	4
IRN	51	1	10	2	1
IRN	18	2	6	2	-2
IRN	58	1	10	2	3
IRN	37	1	1	2	4
IRN	47	1	1	2	4
IRN	35	2	1	2	1
IRN	51	1	8	2	1
IRN	41	1	1	2	1
IRN	50	1	5	1	2
IRN	36	2	7	2	4
IRN	39	2	8	2	3
IRN	25	2	6	2	2
IRN	40	1	8	2	4
IRN	22	2	5	2	4
IRN	19	2	10	2	4
IRN	45	2	4	2	2
IRN	58	2	1	2	2
IRN	19	2	3	2	2
IRN	31	1	5	2	4
IRN	36	2	7	2	4
IRN	56	1	1	2	2
IRN	39	1	8	2	2
IRN	24	2	8	2	2
IRN	60	1	6	1	4
IRN	23	2	8	2	1
IRN	52	2	6	2	2
IRN	40	1	5	2	4
IRN	21	2	6	2	2
IRN	40	2	7	2	2
IRN	33	2	6	2	2
IRN	30	1	4	1	1
IRN	19	2	6	2	2
IRN	45	1	8	2	2
IRN	54	1	6	2	1
IRN	35	1	1	2	2
IRN	40	1	1	2	2
IRN	40	1	4	2	2
IRN	26	2	10	2	1
IRN	39	2	5	2	2
IRN	24	2	9	2	3
IRN	29	2	4	2	4
IRN	41	1	10	2	2
IRN	76	2	2	2	2
IRN	46	1	5	2	1
IRN	21	1	8	2	3
IRN	59	1	4	2	2
IRN	47	1	7	2	2
IRN	18	1	5	2	3
IRN	49	1	1	2	2
IRN	35	1	5	2	2
IRN	38	2	4	2	2
IRN	39	2	3	2	3
IRN	40	1	8	1	1
IRN	44	2	7	2	2
IRN	41	2	9	2	2
IRN	48	1	5	2	2
IRN	18	2	5	1	4
IRN	49	2	5	2	2
IRN	30	2	10	2	1
IRN	55	1	6	2	4
IRN	35	1	6	2	4
IRN	39	2	7	2	2
IRN	26	1	8	2	4
IRN	32	1	1	2	4
IRN	32	2	8	1	2
IRN	41	2	9	1	3
IRN	20	1	10	2	3
IRN	38	1	7	1	2
IRN	57	2	10	2	1
IRN	21	1	3	2	2
IRN	42	2	7	2	3
IRN	18	2	8	2	2
IRN	28	2	5	2	3
IRN	82	1	5	2	1
