ID	Gender	Age	Org_type	Role	info_work	info_org	info_vision	info_change	info_intracomm	info_mgmttrust	info_mgmttocow	info_cowtomgmt	org_openmind	org_intracommtrust	org_participation	org_gossip	org_discuss_mediaimage	org_discuss_news	org_discuss_meetings	org_email	org_discuss_socmedia	org_discuss_consumer	cow_com_dialogue	cow_com_criticism	cow_com_feedback	cow_com_checkinfo	cow_com_speakwell	rarversioncow_com_responsibility	extcomm	femcomm_performance	femcomm_mgmt	femcomm_opportunity	femcomm_support	femcomm_barriers	publicimage_competence	publicImage_responsibility	publicImage_openess	publicImage_efficiency	publicImage_credibility	publicImage_visibility	stakeholderimage_competence	stakeholderimage_responsibility	stakeholmderimage_openess	stakeholderimage_efficiency	stakeholderimage_credibility	stakeholderimage_visibility	mediaimage_correct	mediaimage_fair	mediaimage_nuance	socialmediaimage_correct	socialmediaimage_fair	socialmediaimage_nuance	mediaimage_feeling	mediaimage_workeffect	mediaimage_importance	mediaimage_reactions	mediaimage_fakenews
4541	Female	1956.0	Public	Coworker	5.0	2.0	4.0	4.0	2.0	5.0	1.0	1.0	4.0	4.0	4.0		4.0	4.0	4.0	5.0	3.0	5.0	4.0	4.0	4.0	4.0	4.0		3.0																		2.0	2.0	2.0				2.0	2.0	5.0	4.0	4.0
4542	Male	1956.0	Public	Coworker	4.0	4.0	5.0	5.0	3.0	3.0	4.0	3.0	4.0	5.0	4.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0						4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	3.0	3.0	1.0	3.0
4543	Female	1974.0	Public	Coworker	4.0	3.0	3.0	4.0		3.0		3.0		4.0	2.0		1.0	4.0	4.0	2.0	1.0	2.0	5.0	4.0	5.0	5.0		3.0	4.0						5.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0							3.0	3.0	2.0	5.0
4544	Male	1969.0	Public	Coworker	5.0	4.0	3.0	4.0	3.0	5.0	1.0	1.0	2.0	5.0	3.0		3.0	5.0	2.0	3.0	1.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0				5.0	3.0	4.0	4.0	5.0
4545	Female	1958.0	Public	Coworker	4.0	5.0	2.0	5.0		5.0	1.0	1.0	5.0	5.0	4.0		3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0							5.0	4.0	2.0	2.0	4.0	5.0	4.0	5.0	4.0	4.0		4.0	4.0	4.0	2.0	2.0	4.0	2.0	2.0	2.0	5.0	1.0	
4546	Female	1953.0	Public	Coworker	5.0	2.0	4.0	4.0		4.0	3.0	1.0		4.0	4.0	3.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0						3.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0					2.0						2.0	3.0	4.0	2.0	5.0
4547	Female	1958.0	Public	Coworker	5.0	4.0	4.0			5.0		4.0	3.0	4.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	3.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0						5.0	4.0	5.0	4.0	5.0		5.0	5.0	4.0	4.0	4.0	4.0		4.0					4.0		3.0	1.0	
4548	Female	1957.0	Public	Coworker	4.0	2.0	3.0	2.0	2.0	3.0	4.0	2.0	2.0	3.0	2.0	3.0	1.0	2.0	3.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0							3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0				3.0	2.0	5.0	4.0	4.0
4549	Male	1951.0	Public	Coworker	4.0	3.0	3.0	3.0	3.0	4.0			4.0	4.0	3.0		2.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	3.0						4.0	4.0	4.0	3.0	4.0	4.0	4.0	5.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0				3.0	3.0	4.0	3.0	4.0
4550	Female	1958.0	Public	Coworker	4.0	3.0	3.0		2.0	3.0	3.0	2.0	2.0	3.0	4.0	2.0	2.0	4.0	3.0	5.0	4.0	3.0	4.0	4.0	4.0	4.0	3.0	5.0	3.0																				3.0				3.0		3.0	3.0	4.0
4551	Female	1952.0	Public	Coworker	4.0	4.0	4.0	5.0	4.0	4.0	1.0	2.0	2.0	4.0	4.0	1.0	3.0	4.0	5.0	2.0	1.0	5.0	5.0	5.0	4.0	5.0	4.0	4.0							5.0	5.0	5.0	5.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	3.0	4.0	2.0	4.0
4552	Female	1984.0	Public	Coworker	2.0	2.0	2.0			4.0	4.0	4.0	4.0	5.0	4.0		4.0	3.0	3.0																2.0	2.0	4.0	5.0																			
4553	Female	1964.0	Public	Coworker	5.0	5.0	5.0	4.0	5.0	4.0			4.0	5.0	4.0	3.0	4.0	5.0	4.0	2.0	2.0	3.0	4.0	4.0	3.0	5.0	3.0	4.0	5.0						2.0	4.0	2.0	2.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	5.0	1.0	5.0
4554	Female	1974.0	Public	Coworker	5.0	4.0	4.0	3.0	3.0	5.0		1.0	5.0	4.0	4.0	3.0	2.0	2.0	3.0	3.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0						5.0	5.0	5.0	3.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	5.0	4.0	3.0							1.0	3.0
4555	Female	1957.0	Public	Coworker	5.0	5.0	4.0	5.0	3.0	5.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0						4.0			2.0			4.0			2.0						4.0	4.0	4.0		2.0	5.0	5.0	5.0
4556	Female	1953.0	Public	Coworker	5.0	5.0	5.0			5.0	2.0	3.0	5.0	5.0	4.0	1.0	4.0	5.0	5.0	3.0	1.0	5.0	4.0	2.0	4.0	5.0	5.0	5.0	4.0						4.0	5.0	2.0	2.0	4.0	3.0	5.0	5.0	4.0		4.0	5.0	3.0	2.0	4.0				4.0	3.0	3.0	3.0	3.0
4557	Female	1970.0	Public	Coworker	5.0	5.0	5.0		5.0	4.0			5.0	5.0	5.0				4.0			4.0	5.0	4.0	5.0	5.0		5.0							4.0	5.0	5.0	4.0	5.0	5.0	4.0		4.0		4.0	4.0							4.0	4.0	4.0	3.0	3.0
4558	Female	1959.0	Public	Coworker	4.0	4.0		4.0	4.0	3.0	3.0	1.0	1.0	5.0	1.0	4.0	3.0	5.0	3.0	5.0	3.0	5.0	5.0	4.0	5.0	5.0	3.0	5.0	4.0						4.0	4.0	4.0	4.0	5.0		5.0	5.0	5.0	5.0	5.0		3.0	4.0	4.0							3.0	
4559	Female	1953.0	Public	Coworker	4.0	2.0	5.0	4.0	1.0	2.0	4.0	4.0	1.0	5.0	4.0	5.0	5.0	4.0		1.0		3.0	4.0	4.0	4.0	5.0	3.0	1.0							2.0	2.0	1.0	1.0	2.0	3.0	2.0	2.0	1.0	2.0	1.0	2.0	4.0	4.0	2.0				1.0	3.0	5.0	4.0	3.0
4560	Female	1969.0	Public	Coworker	5.0	5.0	4.0	4.0	3.0	5.0	2.0	1.0	4.0	5.0	5.0		5.0	5.0	5.0	3.0	2.0	5.0	5.0	3.0	4.0	4.0	4.0	5.0							5.0	4.0	4.0	3.0	5.0	3.0	5.0	4.0	4.0	3.0	5.0	3.0							3.0		4.0	2.0	
4561	Male	1952.0	Public	Coworker	4.0	4.0	4.0	3.0	4.0	4.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	5.0	4.0						4.0	4.0	2.0	2.0	3.0	3.0	4.0	4.0	2.0	2.0	4.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
4562	Female	1970.0	Public	Coworker	5.0	5.0	5.0	5.0	3.0	5.0	3.0	2.0	2.0	5.0	5.0	3.0	1.0	4.0	2.0	1.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0		3.0	5.0	3.0	3.0	4.0	3.0
4563	Female	1964.0	Public	Coworker	4.0	3.0	3.0	4.0	3.0	2.0	3.0	3.0	3.0	3.0	2.0	4.0	3.0	3.0	3.0		2.0	4.0	4.0	5.0	4.0	3.0	3.0								4.0	4.0	3.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	3.0	3.0	3.0	4.0	2.0		2.0	1.0		3.0	3.0
4564	Female	1954.0	Public	Coworker	4.0	5.0	5.0	5.0	4.0	5.0	3.0	3.0	3.0	5.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	3.0	3.0	4.0	3.0	4.0	3.0	3.0
4565	Female	1955.0	Public	Manager	4.0	5.0	5.0	4.0	4.0	4.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	5.0							3.0						4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0				3.0	3.0	4.0	4.0	4.0
4566	Female	1963.0	Public	Coworker	5.0	4.0	4.0	3.0		5.0		1.0	5.0	5.0	4.0	4.0	1.0	1.0	1.0	2.0	1.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0							4.0	5.0	5.0	4.0	5.0	4.0	4.0	5.0	5.0	2.0	5.0	5.0							4.0	3.0	4.0	1.0	5.0
4567	Female	1968.0	Public	Coworker	5.0	5.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	5.0	3.0	3.0	3.0	4.0	4.0	4.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0						5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	5.0	4.0	3.0
4568	Male	1959.0	Public	Coworker	4.0	2.0	4.0		2.0	5.0			4.0	5.0	4.0	1.0	2.0	2.0	2.0	3.0	1.0	3.0	4.0	5.0	4.0	5.0	4.0	3.0							4.0		4.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	5.0	4.0				3.0	3.0	4.0	3.0	4.0
4569	Female	1974.0	Public	Manager	5.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	4.0	4.0	4.0	5.0	3.0	3.0	4.0	5.0	4.0	5.0							3.0							5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	2.0	5.0	3.0	4.0
4570	Female	1975.0	Public	Coworker	5.0	4.0	4.0	4.0		5.0		1.0	4.0	5.0	4.0		2.0	4.0	4.0	5.0	4.0	4.0	5.0	5.0	4.0	5.0	3.0	4.0	4.0						5.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	3.0	2.0	2.0	2.0	4.0	4.0	4.0				3.0	3.0	1.0	1.0	
4571	Female	1979.0	Public	Coworker	5.0	5.0	5.0	5.0	4.0	5.0	4.0	2.0	4.0	5.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0						5.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0
4572	Male	1986.0	Public	Coworker	4.0	2.0	4.0	4.0	1.0	4.0	2.0	2.0	4.0	5.0	5.0	2.0	3.0	2.0	5.0	4.0	1.0	4.0	5.0	5.0	5.0	4.0	5.0	4.0	5.0						4.0	5.0	2.0	2.0	5.0	2.0	4.0	4.0	3.0	2.0	4.0	3.0	4.0	4.0	4.0			3.0	4.0	2.0	5.0	4.0	5.0
4573	Male	1966.0	Public	Coworker	4.0	3.0	4.0	2.0	2.0	4.0	2.0	2.0	3.0	4.0	5.0	4.0	3.0	3.0	4.0	4.0	3.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	3.0	3.0				3.0	3.0	3.0	3.0	
4574	Male	1953.0	Public	Coworker	5.0	4.0	3.0	3.0		4.0	3.0		3.0	3.0	3.0		3.0	3.0	3.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0						3.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	1.0				2.0	2.0	5.0	3.0	4.0
4575	Female	1973.0	Public	Coworker	4.0	4.0	3.0	4.0		5.0	1.0	1.0	5.0	2.0	5.0	1.0	5.0	5.0	4.0		1.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0						5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	1.0		5.0	3.0				4.0		5.0	3.0	5.0
4576	Male	1951.0	Public	Coworker	4.0	2.0	2.0	2.0	1.0	3.0	3.0	3.0	2.0	4.0	4.0	3.0	2.0	5.0	3.0	3.0	1.0	4.0	4.0	4.0	4.0	5.0	4.0	2.0	2.0						2.0	5.0	2.0	2.0	3.0	2.0	4.0	4.0	3.0	3.0	4.0	4.0	3.0	2.0	2.0				2.0	2.0	4.0	3.0	5.0
4577	Male	1982.0	Public	Coworker	5.0	4.0	5.0	4.0	4.0	5.0	2.0	1.0	3.0	5.0	5.0	1.0	4.0	5.0	1.0	1.0	1.0	5.0	4.0	3.0	3.0	5.0	4.0	4.0	5.0						4.0	4.0	2.0	2.0	2.0	4.0							3.0	2.0	2.0				3.0	2.0	4.0	1.0	4.0
4578	Female	1952.0	Public	Manager	5.0	5.0	5.0	4.0	4.0	5.0	3.0	3.0	4.0	5.0	3.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0							5.0						5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	2.0	3.0	3.0		4.0	4.0	5.0	5.0	4.0
4579	Female	1955.0	Public	Manager	4.0	3.0	4.0	3.0	3.0	4.0	2.0	2.0	3.0	5.0	5.0		2.0	4.0	4.0	5.0	3.0	5.0							4.0						5.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0					3.0	5.0	3.0	5.0
4580	Male	1956.0	Public	Manager	4.0	3.0	4.0	2.0	1.0	4.0	4.0	3.0	1.0	5.0	1.0	3.0	2.0	2.0	2.0	4.0	2.0	4.0							3.0						3.0	5.0	4.0	4.0	5.0	2.0	4.0	5.0	4.0	4.0	5.0	2.0	4.0	5.0	5.0				4.0	4.0	5.0	3.0	3.0
4581	Female	1983.0	Public	Coworker	5.0	5.0	5.0	4.0	4.0	4.0			5.0	5.0	5.0	1.0	4.0	4.0	4.0	4.0		5.0	5.0	5.0	4.0	4.0	5.0	3.0							5.0	5.0	5.0	2.0	5.0		4.0	5.0	5.0	4.0	4.0	5.0							4.0	3.0	3.0	2.0	
4582	Female	1971.0	Public	Coworker	5.0	5.0	5.0	4.0	3.0	5.0	3.0	3.0	5.0	4.0	4.0	4.0	3.0	4.0	5.0	4.0	4.0	4.0	5.0	5.0	5.0	5.0	3.0	3.0	4.0						5.0	5.0		5.0	4.0	5.0	3.0															2.0	
4583	Female	1954.0	Public	Coworker	5.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0		5.0	5.0
4584	Female	1965.0	Public	Coworker	4.0	5.0	4.0	4.0		5.0			4.0	5.0	5.0		4.0		5.0	5.0	4.0	5.0	4.0	4.0	4.0	5.0	4.0	5.0							5.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0		4.0	2.0				4.0	3.0	3.0	2.0	
4585	Female	1960.0	Public	Coworker	4.0	4.0	5.0	4.0	2.0	5.0	1.0	1.0		5.0	5.0		2.0	4.0	4.0	4.0	3.0	5.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0						5.0	4.0	4.0	4.0	4.0	4.0		4.0	4.0	4.0	4.0	4.0	4.0	4.0					4.0	3.0	4.0	2.0	4.0
4586	Male	1982.0	Public	Coworker	4.0		1.0	2.0	1.0	3.0		4.0	2.0	2.0	2.0	3.0	1.0	2.0	5.0	3.0	1.0	2.0	1.0	5.0	4.0	4.0	1.0	3.0	4.0						1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	4.0	4.0				2.0	3.0	3.0	2.0	1.0
4587	Female	1961.0	Public	Coworker	4.0	4.0	4.0						4.0	4.0	4.0				4.0	4.0	3.0		4.0	5.0	5.0	5.0	4.0	4.0	5.0						5.0	5.0	4.0	4.0	4.0	5.0										4.0	4.0		3.0	3.0	5.0	3.0	3.0
4588	Female	1979.0	Public	Coworker	5.0	4.0	5.0	5.0	4.0	5.0	1.0	1.0	5.0	4.0	5.0	1.0	5.0	5.0	4.0	3.0	3.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0						5.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	2.0	2.0				4.0	3.0	5.0	3.0	5.0
4589	Female	1981.0	Public	Coworker	4.0	4.0	4.0	4.0		5.0			4.0	5.0	4.0		2.0	3.0	2.0	2.0	2.0	2.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0						4.0	4.0	4.0	3.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0							4.0	4.0	5.0	5.0	5.0
4590	Female	1962.0	Public	Coworker	4.0	4.0	3.0		2.0	4.0	4.0	2.0	2.0	3.0	3.0	4.0			4.0				4.0	5.0	4.0	5.0									4.0	2.0	3.0	3.0	3.0	3.0	4.0	2.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0								
4591	Other	1983.0	Public	Coworker	2.0	2.0	1.0	1.0	1.0	2.0	3.0	1.0	5.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	1.0	2.0	5.0	5.0	4.0	5.0	5.0	2.0	5.0						5.0	5.0	4.0	4.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	5.0	5.0	5.0
4592	Female	1955.0	Public	Coworker	5.0	5.0	5.0	5.0	5.0	5.0			5.0	5.0	5.0		3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0							5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0							3.0	3.0		2.0	3.0
4593	Female	1953.0	Public	Coworker	5.0	5.0	5.0	5.0	5.0	5.0	3.0	3.0	5.0	5.0	5.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	3.0	3.0	5.0	5.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0		5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	4.0
4594	Female	1955.0	Public	Manager	5.0	4.0	5.0	5.0		5.0	1.0	1.0	4.0	5.0	5.0		3.0	3.0	4.0	5.0	5.0	5.0													5.0	4.0		4.0	5.0	4.0	4.0	4.0	3.0							3.0	3.0	2.0	3.0	2.0	4.0	1.0	4.0
4595	Female	1964.0	Public	Coworker	5.0	5.0	5.0	4.0	5.0	5.0			3.0	4.0	4.0				3.0	3.0		3.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0						5.0		4.0	3.0		5.0	5.0	5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0				4.0	4.0	4.0	4.0	4.0
4596	Female	1961.0	Public	Coworker	4.0	4.0	4.0	5.0	4.0	5.0	3.0		4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	5.0	4.0	4.0	5.0												2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0				3.0	2.0	3.0	3.0	4.0
4597	Female	1964.0	Public	Coworker	5.0	4.0	5.0	4.0	2.0	2.0		1.0	1.0	5.0	1.0	1.0	2.0	5.0	4.0	5.0	5.0		5.0	5.0	5.0	5.0	3.0	2.0	5.0						5.0	4.0	4.0	2.0		5.0	5.0	5.0	2.0	2.0	3.0	4.0	3.0	3.0					3.0	3.0	1.0	4.0	5.0
4598	Male	1965.0	Public	Coworker	5.0	4.0	5.0	4.0	2.0		1.0	1.0	4.0	5.0	5.0	4.0	3.0	4.0	4.0	4.0	3.0	5.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0						4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0					3.0	3.0	1.0	5.0
4599	Female	1953.0	Public	Coworker	4.0	3.0	4.0	3.0	3.0	3.0	4.0	2.0	2.0	4.0	4.0	3.0	2.0	2.0	4.0	4.0	3.0	5.0	5.0	5.0	5.0	4.0	2.0	4.0	1.0						3.0	5.0	4.0		4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	3.0	3.0	4.0	2.0	4.0
4600	Female	1973.0	Public	Coworker	5.0	4.0	4.0	4.0		4.0			5.0	5.0	5.0	3.0	3.0	3.0	4.0	3.0	4.0	5.0	5.0	5.0	4.0	4.0	3.0	3.0							4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0					2.0	4.0	3.0	
4601	Female	1964.0	Public	Coworker	4.0			5.0	2.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	1.0	3.0	5.0	3.0	4.0	5.0	4.0	4.0	3.0						4.0	4.0	4.0	2.0	3.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	2.0	2.0	3.0				3.0	2.0	2.0	4.0	1.0
4602	Female	1951.0	Public	Coworker	5.0	5.0	4.0	5.0		5.0	1.0	1.0	4.0	5.0	4.0	1.0	3.0	1.0	4.0	5.0	3.0	4.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0						5.0	4.0	4.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0				3.0	3.0	4.0	1.0	4.0
4603	Female	1961.0	Public	Coworker	5.0	3.0	5.0	4.0	4.0	5.0	3.0	3.0	5.0	5.0	5.0		3.0		4.0				5.0	5.0	4.0	4.0		5.0							5.0	5.0	4.0	5.0	5.0	5.0													5.0		1.0	1.0	1.0
4604	Female	1963.0	Public	Coworker	4.0	2.0	4.0	1.0	1.0	4.0	2.0	2.0	3.0	3.0	1.0	1.0	4.0	5.0	4.0	1.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	5.0	4.0						4.0	5.0	4.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0				3.0	3.0	5.0	2.0	2.0
4605	Male	1978.0	Public	Manager	4.0	4.0	5.0	4.0	4.0	3.0	4.0		3.0	3.0	5.0	4.0	5.0	5.0	2.0	5.0	5.0	5.0							4.0						3.0	4.0	2.0	2.0	5.0	4.0	4.0	5.0	3.0	3.0	5.0	4.0	4.0	4.0	2.0	4.0	3.0	2.0	3.0	3.0	5.0	5.0	5.0
4606	Female	1966.0	Public	Manager	4.0	4.0	5.0	4.0	3.0	5.0	3.0	1.0	3.0	4.0	5.0	1.0	3.0	4.0	1.0	4.0	1.0	4.0							5.0						5.0	3.0	5.0	4.0	5.0	5.0							5.0	4.0	4.0				4.0	4.0	4.0	2.0	2.0
4607	Female	1956.0	Public	Coworker	5.0	5.0	5.0	5.0		5.0	1.0	3.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	3.0	1.0	5.0						5.0	5.0	5.0	5.0	5.0	5.0							5.0		3.0				4.0	3.0	3.0	1.0	3.0
4608	Female	1963.0	Public	Coworker	4.0		4.0	4.0		4.0	4.0	2.0	3.0	4.0	3.0		1.0	4.0	3.0	5.0	5.0	4.0	5.0	4.0	4.0	4.0	3.0	5.0							4.0		3.0	2.0	4.0	2.0	4.0	4.0	3.0	4.0	5.0	3.0		4.0	2.0				3.0		1.0	1.0	3.0
4609	Female	1985.0	Public	Coworker	5.0	4.0	4.0	4.0	2.0	4.0	2.0	1.0	5.0	4.0	2.0	2.0	4.0	4.0	4.0	4.0	3.0	5.0	5.0		3.0	4.0	2.0	1.0							5.0	4.0	4.0	2.0	4.0	3.0	4.0	5.0	3.0	4.0	5.0	3.0	4.0	4.0	2.0	4.0	4.0	2.0	3.0	2.0	3.0	2.0	
4610	Female	1971.0	Public	Coworker	2.0	2.0	4.0	4.0	1.0	4.0	4.0	2.0	2.0	5.0	4.0	2.0	4.0	4.0	2.0	2.0	2.0	5.0	5.0		5.0	5.0	4.0	4.0	3.0						4.0	5.0	4.0	2.0	4.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	2.0	2.0	1.0				2.0	2.0	4.0	4.0	4.0
4611	Female	1957.0	Public	Coworker	5.0	5.0	5.0	5.0	4.0	5.0	1.0	1.0	5.0	5.0	5.0	1.0	4.0	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	5.0	5.0	5.0	4.0							4.0	4.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0				3.0	2.0	3.0	2.0	4.0
4612	Female	1986.0	Public	Coworker	5.0	5.0	5.0	5.0	5.0	5.0			4.0	5.0	5.0	2.0	2.0	2.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0		4.0	5.0						5.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0										2.0	
4613	Female	1959.0	Public	Coworker	5.0	4.0	5.0	2.0	1.0	4.0	5.0	3.0	3.0	4.0	2.0	1.0	3.0	2.0	4.0	5.0	1.0	5.0	5.0	5.0	5.0	3.0	5.0	3.0							4.0	5.0	5.0	4.0	5.0	3.0	5.0	5.0		3.0	5.0	3.0	5.0	5.0	5.0				2.0	2.0	5.0	4.0	5.0
4614	Female	1968.0	Public	Coworker	4.0	4.0	5.0	4.0	3.0		3.0	1.0	2.0	5.0	3.0	2.0	2.0	2.0	4.0	5.0	2.0	4.0	4.0	5.0	4.0	4.0	4.0	5.0	4.0						4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	5.0	3.0	3.0	3.0				3.0	3.0	3.0	3.0	
